id,name,name_cn,连载结束
179104,クロスライン,,"2017-06-16(2017年8月号)"
179915,不死の猟犬,不死的猎犬,"ハルタvolume79"
179962,ぴくし部,P站部,"2016年4月号"
180020,カクテル,,"2016-08-03"
180328,少年の名は,,"『ハルタ』volume18"
180329,タイマンズ,,"『ハルタ』volume23"
180337,鋼鉄奇士シュヴァリオン,,"『ハルタ』volume25"
180338,レイチェル創々,,"『ハルタ』volume27"
180456,花と忍び,花与忍,"2016-04-02(2016年5月号)"
180627,ライフ2 ギバーテイカー,LIFE2 给予者接受者,"2018-10-25(2018年12月号)"
180748,死者の書,死者之书,"2016-03-12(2016年4月号)"
180868,公爵令嬢の嗜み,公爵家千金大小姐的爱好,"2017-09-03"
180870,こんな未来は聞いてない!!,这种未来不曾听闻过！！,"2018-04-13(2018年5月号)"
180931,千恋＊万花,千恋万花,"2017-02-27(2017年4月号)"
181000,西王子くんに告白されました。,西王子同学向我告白了。,"2017-05-27 (2017年7月号)"
181006,どくろさんが見ている,骷髅先生在看着你,"2017-10-27 (2017年12月号)"
181230,ソフィー・ローズと荊棘の人形師,,"2017-06-29"
181240,花魁地獄,花魁地狱,"2016年12月号"
181290,祕十村,秘十村,"2017-07-15"
181399,ファンタジスタドール,幻想娃娃,"2014年7月号"
181574,ひとでなしの恋恋ロ,非人恋心,"2016-03-28(2016年5月号)"
181576,宵待リビング×デッド,夜幕下的生者与亡灵,"2016-07-15(2016年08月号)"
181705,ほぼほぼ商店,,"2017-09-05(2017年10月号)"
182057,わたしの友達が世界一かわいい (1),我的朋友世界第一可爱,"2016-02-27 (2016年4月号)"
182089,純愛大吟醸,纯爱大吟酿,"2017-01-07(2017年2月号)"
182156,猫はまたたび,猫是木天蓼,"2016-08-26"
182363,CHAOS;CHILD,混沌之子,"2018-02-28(2018年4月号)"
182422,ふつつか者の兄ですが,家兄不才,"2017-06-22(2017年8月号)"
182438,少女騎士団×ナイトテイル,少女骑士团,"2017-12-27(2018年2月号)"
182607,首花は咲きゆく,,"2016-02-15(volume31)"
182617,ワレワレワ宇宙人ダ!!,吾等乃是外星人！！,"2016-04-23(2016年6月号)"
182660,Just Be Friends,,"2016-03-15(#18)"
182958,総指揮官と私の事情,总指挥官与我的事,"2015-08-26"
183261,ひゃくにちかん!!,一百天,"2017-10-27"
183396,ガールズ&パンツァー リボンの武者,少女与战车：缎带武士,"2021-03-05(2021年4月号)"
183581,花、むすぶ君へ,致、花彼端的你,"2017-07-25"
183715,チア男子!!,男子啦啦队,"2013年5月号"
183720,チア男子!!～GO BREAKERS～,男子啦啦队!!～GO BREAKERS～,"2016-11-08"
183861,宮河家が満腹!? 美水かがみオールスター 超簡単☆節約レシピ,宫河家的满腹,"2014-03-25 (2014年5月号)"
183870,しすたー・いん・らう!,,"2017年10月号"
183877,ひなこのーと,雏子日记,"2021-01-27(2021年3月号)"
183917,青春スウィートトラック,,"2016年12月号"
183920,ミエタミエナイセカイ,若隐若现的世界,"2017-09-11(2017年10月号)"
183933,かわいいハンター,,"2015年4月号"
183935,ガンズ&ガールズ,,"2017-01-27(2017年3月号)"
183936,むしとりニスタ,,"2016年6月号"
183943,屍町アンデッド,尸落城市,"2018-03-10"
183994,八十亀ちゃんかんさつにっき,八十龟酱观察日记,"2022-09-27(2022年11月号)"
184141,いつか、キミが隣で目覚めたら,若君终将、在身边苏醒,"2016-12-22"
184180,グランブルーファンタジー 双剣の絆,碧蓝幻想 双剑之羁绊,"2019-08-05(Vol.79)"
184377,サンリオ男子,三丽鸥男子,"2018-07"
184436,サークルクラッシュ！,社团破坏者,"2017-10-06"
184463,"ほしとくず -Don't worry,Be happy!-","星星与星屑 -Don’t worry,Be happy!-","2017-02-13(2017年3月号)"
184524,血族·番茄家园篇,,"2013年2月1日（漫画世界）"
184571,世界八番目の不思議,世界第八大不可思议,"2016-11-15(volume39)"
184600,プリズンハーツ,被囚禁的灵魂,"2017-03-28(2017年5月号)"
184607,LIMBO THE KING,,"2019-08-09"
184678,鬼を飼う,饲鬼,"2020年5月号"
184713,てぃ先生,T先生,"2018-03-05(2018年04月号)"
184742,異能メイズ,异能迷宫,"2018-04-12 (2018年5月号)"
185091,顔に出せない吉沢くん,无法表露感情的吉沢同学,"2017-03-23"
185185,好きしか言わない,只会说喜欢你,"2017-02-13(2017年3月号)"
185227,K MISSING KINGS,,"2015年9月号"
185229,K ドッグ&キャット,K 狗与猫,"2015年12月号"
185349,薔薇監獄の獣たち,,"2018-02-06(2018年3月号)"
185465,博多豚骨ラーメンズ,博多豚骨拉面,"2017-05-18(2017年6月号)"
185589,西荻窪ランスルー,,"2017-11-25(2018年1月号)"
185642,終焉のエリュシオン,终焉的极乐净土,"2016-10-28(2016年12月号)"
185733,Jヲタ男子☆朝比奈くん,J宅男子☆朝比奈君,"2017-12-22(2018年1月号)"
185757,うちの娘の為ならば、俺はもしかしたら魔王も倒せるかもしれない。,为了女儿，我说不定连魔王都能干掉。,"2017-08-07"
185785,ナイトメア・イーター,梦魇・吞噬者,"2017-03-24 (2017年5月号)"
185896,君が好きだから,因为喜欢你,"2016-01-22"
186222,東京黄昏買い食い部,东京黄昏的零食部,"2020-02-28"
186225,えびがわ町の妖怪カフェ,海老川町的妖怪咖啡,"2019-08-09 (2019年16号)"
186654,マッシュルーム,,"2017-01-030(2017年3月号)"
186872,时空使徒,时空使徒,"2018-12-30"
186951,銭谷くんの恋は金次第,钱谷君的恋爱由钱决定,"2016-07-15 (2016年8月号)"
187086,核力突破,核力突破,2016-04-25（第409期）
187087,神精榜,,2016-07-25（第422期）
187108,公安部特異人種課56,公安部特异人种课56,"2018-02-15(volume51)"
187109,ネコと鴎の王冠,,"『ハルタ』volume48"
187110,白夜玲珑,白夜玲珑,"漫客第637期（2020-12）"
187113,猎物者,,2014-07-21（第321期）
187138,渡灵·Guarding,渡灵·Guarding,"2017-09-01(2017年9月号52期)"
187168,时间之外,,"2013-05-06（第260期）"
187181,斗罗大陆,斗罗大陆,"2010-08-27"
187191,太陽が見ている,太阳在看着呢,"2018-05-26(2018年7月号)"
187320,コードギアス 双貌のオズO2 SIDE：オルドリン,Code Geass 双面的奥兹O2 SIDE:奥尔德林,"2016-02（2016年4月号）"
187328,星屑ネバーランドガーデン,星屑梦幻岛花园,"2016-11-23"
187358,おとうふ次元,,"2017-01-05"
187541,星姫と孤高のきつねくん,,"2016-09-05"
187554,漫画家探偵ひよこ,漫画家侦探日夜子,"2015-10-05(2015年11月号)"
187650,いくさの子 ~織田三郎信長伝~,,"2022-09-24(2022年11月号)"
187825,また、片想う。,既然、相思。,"2018-07-26(2018年9月号)"
187834,白アリッッ,白雪爱丽丝,"2016-06-22(2016年8月号)"
187844,ボクは宇宙人に恋をした。,我和宇宙人恋爱啦。,"2016-06-24 (2016年8月号)"
187915,ギャルソン,神之侍者,"2017-04-19(2017年10号)"
187948,私・空・あなた・私,我・空・你・我,"2018-02-28 (2018年4月号)"
188016,ホーンテッド・キャンパス,Haunted Campus,"2015-03-10"
188074,バカとテストと召喚獣,笨蛋，测验，召唤兽,"2016-07-26(2016年9月号)"
188183,佐倉さんご指名ですよ,佐仓同学有你的指名哦,"2017-12-27(vol.52)"
188195,追憶のアペイロン,追忆无垠,"2015-12-09(2016年1月号)"
188234,すずなの恋,玲奈的恋爱,"2017-08-17(2017年10月号)"
188375,Rule ー消滅教室ー,Rule ー消失的教室ー,"2017-11-12"
188540,死神と銀の騎士,死神与银之骑士,"2017-05-18(2017年6月号)"
188908,死にたがり少女と食人鬼さん,想死少女与美食家,"2019-03-01"
188911,青春Re:トライ,青春Re:Retry,"2017-04-20"
189039,警死庁24時,警死厅24时,"2004年3月号"
189049,次はさせてね,,"2022-02-18"
189054,極楽町デッドエンド,极乐町DEAD END,"2017-09-28(2017年11月号)"
189064,おふれこタイムス,非正式时光,"2017年4月号"
189066,だーがしゅか,粗点心屋少女,"2017-05-27(2017年7月号)"
189167,きらめきのライオンボーイ,闪闪发光的狮子男孩,"2019-07-03(2019年8月号)"
189299,ムスコンっ！,,"2018-01-05 (2018年2月号)"
189359,ナラクノアドゥ,来自深渊的阿杜,"2018-11-02"
189466,軍オタが魔法世界に転生したら、現代兵器で軍隊ハーレムを作っちゃいました!?,军武宅转生魔法世界，靠现代武器开军队后宫!?,"2023-03-09 (2023年4月号)"
189624,堕イドル,落第偶像,"2017-04-08(2017年5月号)"
189682,月のしっぽ,月亮的尾巴,"2007年"
189683,機動戦士ガンダム戦記 Lost War Chronicles,机动战士高达战记 Lost War Chronicles,"No.019 2004年3月号"
189743,ぼくは明日、昨日のきみとデートする,明日的我与昨日的你约会,"2017-05-10"
189756,アリス イン デッドリースクール,Alice in Deadly School,"Vol. 20（2015-04-27）"
189797,BLACK BOARD,,"2017-11-10(2017年12月号)"
189929,まんがかぞく 一家4人全員漫画家,漫画家族 一家四口都是漫画家,2011年12月20日号
190090,地獄のエンラ,地狱的阎罗,"2016-09-21(2016年11月号)"
190152,いつか天魔の大うさぎ,曾几何时天魔的大兔,"2011-09-09(2011年10月号)"
190298,キスの花束をキミに,给予你的吻之花,"2018-02-15(2018年Vol.25（2018 February))"
190432,怪滅王と12人の星の巫女,怪灭王与12人的星之巫女,"2018-02-27(2018年4月号)"
190568,Rewrite:SIDE-TERRA,,"2018-07-30(2018年9月号)"
190874,甘城ブリリアントパーク？ふも,,"2015-10-09(2015年11月号)"
191354,乃木若葉は勇者である,乃木若叶是勇者,"2018-01-30(2018年3月号)"
191398,サノバウィッチ,魔女的夜宴,"2015-04-27(2015年6月号)"
191423,お嬢と七匹の犬,大小姐和七条狗,"2018-08-24 "
191448,JK小説家っぽい！,JK小说家,"2017-08-26(2017年10月号)"
191745,セキララにキス,赤裸裸地亲吻,"2019-05-24(2019年7月号)"
192003,あかいろ交差点,赤色交叉点,"2018-02-16"
192268,バケモノの子,怪物之子,"2016-11-26 (2017年1月号)"
192284,輝きのミニョン,,"2018-02-07(2018年3月号)"
192385,女子大生の日常,女大学生的日常,"2016-01-27(2016年03月号)"
192651,機動戦士ガンダム 鉄血のオルフェンズ,机动战士高达 铁血的孤儿,"2016年10月26日(2016年12月号)"
192690,鳶田くんと須藤さん,鸢田与须藤,"2017-03-16"
193002,毒頭,毒头,"2017-05-09(2017年6月号)"
193068,ふしぎの国の有栖川さん,不可思议国的有栖川同学,"2019-08-10(2019年9月号)"
193069,ばいばいリバティー,拜拜！自由,"2017-12-13(2018年1月号)"
193146,吸血バイト霧島くん,打工吸血鬼雾岛君,"2017-02-10"
193177,角の学園,长角学园,"2018-01-19"
193197,ストレンヂフルーツ,奇异果实,"2017-04-07"
193223,殺し愛,杀爱,"2023-01-14(2023年2月号)"
193339,死神とチョコレート・パフェ,死神与巧克力百汇,"2007年11月"
193383,幽落町おばけ駄菓子屋,幽落町妖怪杂货店,"2018-05-18(2018年6月号)"
193549,なめて、かじって、ときどき愛でて,舔舐、啃咬、时而疼爱,"2022-12-23 (2023年2月号)"
193568,遊星のフール,游星的恶作剧,"2015-02-24 (2015年4月号)"
193573,それでも君が,依然想靠近,"2016-05-13 (2016年6月号)"
193610,喧嘩番長 乙女〜恋のバトルロワイヤル〜,喧哗番长乙女〜恋爱的大逃杀〜,"2017-01-25(2017年3/1増刊号)"
193612,星くず学園Cコース,星尘学园C课程,"2016-05-21 (2016年7月号)"
193618,饗愛カタストロフィ,飨爱惨剧,"2015-05-22 (2015年7月号)"
193659,ヒレントリップ,秘恋的旅程,"2013-10-24 (2013年12月号)"
193664,聖戦教室,圣战教室,"2016-05-27(2016年7月号)"
193667,サロン・ディアーナ,,"2015-01-22 (2015年3月号)"
193671,スクランブル☆スター,星光替身,"2014-12-24 (2015年2月号)"
193678,忍びよる恋はくせもの,忍者之恋千万当心,"2014-03-01(2014年Vol.14)"
193686,オレが魔法をかけてやる,让我对你施展魔法,"2015-08-11(2015年9月号)"
193694,ラララ ハレルヤ！,啦啦啦 哈雷路亚！,"2014-12-27(2015年2月号)"
193711,青の母,青之母,"2016-05-25 (2016年7月号)"
193714,眠れる森のカロン,沉睡之林的卡戎,"2017-01-06 (2017年Vol.2)"
193719,いつか、夜明けの空で待ってる。,破晓时刻的等待。,"2014-01-20(2014年2号)"
193721,4番目の許婚候補,排第四的许婚候补,"2017-02-17"
193726,ヘイセイプロジェクト-イミテーションヒーロー-,平成project-Imitation Hero-,"2015-12-28 (2016年2月号)"
193766,女神のリーブラ,女神的天平,"2013-10-24 (2013年12月号)"
193823,あのなつ。,那年夏天。,"2017-12-28(2018年2月号)"
193836,赤飯ちゃんとすもも君,红豆饭和李子君,"2016-07-22 (2016年9月号)"
193848,理想的ボーイフレンド,理想的男朋友,"2018-07-13(2018年8月号)"
193851,煉獄デッドロール,炼狱死亡游戏,"2017-08-09(2017年9月号)"
193856,利根川りりかの実験室,利根川莉莉佳的恋爱实验,"2015-04-03(2015年5月号)"
193876,ともだちと恋のまんなか,朋友以上恋人未满,"2013-06-05 (2013年6/20号)"
193890,Thunderbolt Fantasy 東離劍遊紀 乙女幻遊奇,Thunderbolt Fantasy 东离剑游纪 乙女幻游奇,"2017-02-28"
193902,けだものにロリポップ,给野兽的棒棒糖,"2016-02-10(2016年3月号)"
193925,オーダーは探偵に,点单请交给侦探,"2016-01-22 (2016年3月号)"
193931,いちごの王子とアントルメ,草莓王子与法式蛋糕,"2015-10-13(2015年11月号)"
193935,CHASE,,"2015-09-18(2015年10/2号 NO.19)"
193951,氷の女王,冰之女王,"2014-08-11(2014年9月号)"
193956,悔しいけどキミが好き,不得不承认我很喜欢你,"2016-04-23 (2016年6月号)"
193960,ラブデスター,爱之死亡测试者,"2018-04-25"
193969,僕だけが知っている,唯独只有我知晓的事情,"2018-09-22(2018年11月号)"
193970,干支✿ロワイヤル,干支✿大乱斗,"2017-07-24 (2017年9月号)"
193972,こっちの水は甘いのだ,这里的水很甜,"2016-11-11(2016年12月号)"
193981,俺の姫靴を履いてくれ,请穿上我为你准备的水晶鞋,"2016-08-05(2016年8月号)"
194017,ケモノスイッチ,野兽开关,"2015-04-24(2015年6月号)"
194073,星上くんはどうかしている,星上同学有点怪,"2016-09-24(2016年11月号)"
194242,通学時間～君は僕の傍にいる～,通学时间～你就在我身边～,"2014-06-20"
194303,シュシュ恋,发圈之恋,"2017-03-18(2017年8号)"
194329,傷だらけの悪魔,藏在心中的恶魔,"2022-04-29"
194360,水玉ハニーボーイ,水珠甜心男孩,"2018-12-22 (2019年2月号)"
194576,あんさんぶるスターズ！,偶像梦幻祭！,"2016-12-28(2017年2月号)"
194585,猫はよみがえる,复苏之猫,"2017-10-31"
194587,空の休息,,"2013-09-09(2013年10月号，杂志停刊)"
194601,あの子に恋する 山田に恋した,,"2017-04-20(2017年10号)"
194663,そうしそうあい,相思相爱,"2023-09-27"
194691,アフォガード,,"2015-08-06"
194937,ピーチガールNEXT,蜜桃女孩NEXT,"2019-12-28(2020年2月号)"
195050,恋愛フラグ0女子の迷走,恋爱FLAG0女子的迷航,"2017-06-24(2017年8月号)"
195092,大海原と大海原,大海原与大海原,"2016-09-30"
195099,霧雨が降る森,雾雨飘散之森,"2015-10-15(2015年11月号)"
195104,飢囚獣‐ガンドッグ‐,,"2017-03-15(2017年4月号)"
195108,キスで誓約,誓约之吻,"2015年1号"
195153,Classroom☆Crisis,教室☆危机 漫画版,"2016年4月号 (2016-02-27)"
195217,おとなりコンプレックス,伪郎隔壁是伪娘,"2022-08-27"
195218,生徒会長ですが女装はじめました,学生会长开始了女装,"2018-01-31"
195235,恋にならないワケがない,怎么可能不喜欢上你,"2018-10-12"
195241,スイートビター,甘苦青春,"2017-04-17"
195290,自動販売機に生まれ変わった俺は迷宮を彷徨う,转生成自动贩卖机的我今天也在迷宫徘徊,"2016-12-18"
195363,THE TOWN ~復讐者~,THE TOWN ~复仇者~,"2016-06-15(volume35)"
195369,彼と恋なんて,和他恋爱什么的,"2018-06-28(2018年8月号)"
195438,ゆれるるる,摇曳不止,"2017-02-24(2017年1月号)"
195700,中村くんの金パは柔らかい,中村君的金发很柔软,"2018-08-20(2018年5号)"
195766,少女少年学級団,少女少年学级团,"2018-04-24(2018年6月号)"
195798,ホカヒビト,,"2017-02-22(2017年4号)"
195921,天穹は遥か-景月伝-,遥之天穹-景月传-,"2017-10-19(2017年11月号)"
196101,瘴気のガスマスカレイド,雾霾的毒气化妆舞会,"2017-12-25(2018年2月号)"
196227,サバイバル~少年Sの記録~,陆地沉没记～少年S的记录～,"2018-11-22"
196262,JC no Life!,,"2017-06-27(2017年8月号)"
196353,@キラキラバーズ!,,"2016-04-23 (2016年6月号)"
196356,好きにならずにいられない,,"2016-12-01(2017年1月号)"
196380,ラブ×ラブゲーム,爱情×爱情游戏,"2016-02-24(2016年4月号)"
196419,嘘つき王子とニセモノ彼女,欺骗王子与冒充女友,"2015-11-02 (2015年12月号)"
196439,アプリトラップ,程序陷阱,"2016-02-27(2016年4月号)"
196463,メミニッセ,,"2016-01-27"
196621,夢喰い白黒バク,食梦的黑白貘,"2015-11-14(16号)"
196661,あしたの今日子さん,明日的今日子,"2018-02-10 (電撃大王WEBコミック)"
196727,CRASH!,,"2013-07-03(2013年8月号)"
196750,まかろにスイッチ,通心粉开关,"2016-10-15(volume 38)"
196782,式神男子,式神男子,"2015-11-24 (2016年1月号)"
196797,青空ポップ,青空POP,"2008年6月号"
196896,恋をするまで帰さない,爱了才准走,"2010-05-08(2010年6月号)"
196923,秘書魂,秘书魂,"2014年"
196943,影野だって青春したい,影野也想要青春一回,"2017-07-13 (2017年8月号)"
197095,とにかくキミが。,总之你是XX,"2015年1月号"
197126,臆病なカナリア,胆怯的金丝雀,"2016-12-21"
197180,ビッグウイング,未来空港 新东京国际空港物语,"2005年13号"
197183,うちの猫が物の怪になりまして,我的白猫王子,"2018-11-03"
197324,最果てのアオ,,"2015-05-16(2015年No.45 休刊号)"
197434,マンガヤ,,"2015年3月号"
197448,うた∽かた,诗片,"2005年4月号"
197521,照屋くんは絆されない,,"2017-01-27 (VOL.41)"
197702,土方さんは嘘だらけ,,"2016-01-26"
197732,A.【アンサー】,A.【答案】,"2015-12-19(2016年2号)"
197800,三神先生の愛し方,三神老师的恋爱法门,"2019-10-12(2019年11月号)"
197836,ビタースウィート,,"2018-05-24(2018年7月号)"
198050,フォルティッシモ,,"2017-07-22(2017年9月号)"
198124,印伝さんと縁結び,与印伝先生结缘,"2022-07-11"
198867,何モナイ君タチヘ,致一无所有的你们,"2017-09-23(2017年11月号)"
198868,INNOCENT-DEVIL イノセントデビル,INNOCENT-DEVIL 天真的恶魔,"2018-04-21(2018年5月号)"
198869,さくちゃんとのぞみくん,小朔与希君,"2017-12-14"
199121,先生は悪いコ,老师是坏蛋,"2015-06-13(2015年7月号)"
199190,MとNの肖像,非凡佳偶,"2002年13号"
199255,カーグラフィティJK,,"2018-02-27(2018年4月号)"
199265,蓮住荘のさんかく,莲住莊三角公寓,"2018-03-28(2018年5月号)"
199329,泣かせた責任とってくれ,,"2018-04-30(2018年4月号)"
199340,おはようとかおやすみとか,早安晚安,"2017-04-25 (2017年6月号)"
199393,キズナイーバー,羁绊者,"2017年4月号 (2017-02-27)"
199396,アイドルマスター SideM ドラマチックステージ,偶像大师 SideM DRAMATIC STAGE,"2017年8月号(2017-06-27) / 2017年9月号(2017-07-27)(特别篇)"
199416,中華的幻想見聞録,,"2005-08-24(vol.37)"
199438,探偵・日暮旅人の探し物,侦探・日暮旅人寻找之物,"2017-07-24 (2017年9月号)"
199445,デビル＠ホーム,,"2017-04-24 (2017年6月号)"
199524,呪われさん家のお嫁さま,诅咒之家的新嫁娘,"2014-07-03 (2014年8月号)"
199564,(仮)花嫁のやんごとなき事情 ～離婚できたら一攫千金!～,(仮)替身新娘的贵族生活～离婚成功就能一攫千金!～,"2016-02-01 (2016年2月号)"
199579,ケーキ王子の名推理,蛋糕王子的名推理,"2017-09-25"
199619,恋人になる時間です,成为恋人的时间,"2013-03-08(2013年4月号)"
199652,どうせもう逃げられない,反正你也逃不掉,"2015-06-08（2015年7月号）"
199668,どれだけ甘いシナリオだって,甜美的爱情剧本,"2013-12-07(2014年1月号)"
199750,恋したがりのブルー,假装恋爱的忧郁,"2009年9月号"
199757,ピンクのしっぽ,粉红尾巴,"2014-01-24 (2014年3月号)"
200127,キミが好きとかありえない,我怎么可能会喜欢上你呢,"2013-06-03(2013年7月号)"
200185,家有神仙,,"2008年7月号"
200297,スーパーダーリン!,SUPER DARLING!,"2012-10-03 (2012年11月号)"
200462,黒源氏物語,黑源氏物语,"2016-02-24(2016年4月号)"
200626,ほれたはれたで,爱到无法自拔,"2017-04-05 (2017年9号)"
200733,王様に捧ぐ薬指,为国王献上无名指,"2017-11-08(2017年12月号)"
201123,Charlotte The 4コマ せーしゅんを駆け抜けろ!,夏洛特 四格 疾驰于青春吧！,"2017-03-30(2017年5月号)"
201140,白ゆき姫殺人事件,白雪公主杀人事件,"2012年1月号"
201152,刀剣乱舞-花丸-,刀剑乱舞-花丸-,"2019-04-04"
201163,ビューティフル・エブリデイ,,"2021-05-08(2021年6月号)"
201438,パパとママはじめました。,今天开始当爸爸妈妈,"2012-05-19(2012年12号)"
201442,シックスティーン症候群,16岁症候群,"2013-11-01(2013年12月号)"
201794,うちの執事が言うことには,我家的执事如是说,"2019-04-24(2019年6月号)"
201900,初恋少年少女,初恋少年少女,"2014-12-01(2015年1月号)"
201905,伯爵さまは甘い夜がお好き,伯爵大人最爱甜蜜的夜晚,"2015-12-01(2016年1月号)"
201989,機動戦士ガンダム オレら連邦愚連隊,机动战士高达 我们是联邦愚连队,"2009-06-26 (2009年8月号 No.84)"
202040,毎日キスしていいですか？,可以每天亲吻你吗？,"2018-04-09(2018年5月号)"
202063,COLORS！,,"2017-12-01 (2018年1月号)"
202107,京・かのこ,京都・鹿子,"2017-03-03(Vol.21)"
202258,僕は何度でも、きみに初めての恋をする。,不管多少次，我的初恋都是你。,"2017-11-09"
202262,異世界法廷 ～反駁の異法弁護士～,异世界法庭 ～反驳的辩护律师～,2018-01-04 (2018年2月号)
202458,ロコモコ,,"2012-07-13(2012年8月号)"
202542,恋して!るなKISS,,"2017-12-01 (2018年1月号)"
202543,美味しい妖,美味的妖怪,"2017-11-13"
202554,鵺天妖四十八景,鵺天妖四十八景,"2018-01-06(2018年3月号)"
202600,不完全な人の為に,为了不完全之人,"2017-11-18"
202812,ふつつかものですが,,"2017-12-19(2018年1月号)"
203477,赤き月の廻るころ,赤月的轮回时刻,"2011-05-24 (2011年7月号)"
203573,H-エイチ-,H,"2005年11月号"
203829,デスペナ,死亡刑罚,"2014-06-09 (2014年28号)"
204125,私たちの恋はこれからだ,我们的恋爱从现在开始,"2016-08-24(2016年10月号)"
204159,ワケあり物件にワケあり。,鬼宅里生活有讲究。,"2019-04-11"
204731,プライベート タイムズ,Private Times ~ 我的舞台 ~,"2011-08-26(2011年10月号)"
204748,あのコと一緒,和她在一起,"2009年11月号"
204754,春夏秋冬Days,春夏秋冬Days,"2014年11号"
205032,バディ・コンプレックス,BUDDY COMPLEX,"2014年12月号（2014-10-27）"
205364,マクロスF,,"2010年1月号"
205375,ねぇねぇ。あのね、,呐呐，我想说,"2019-02-26(Vol.66/2019年4月号増刊)"
205489,この恋に未来はない,无望之恋,"2017-12-14"
205506,ゲス、騎乗前,,"『ハルタ』volume46"
205521,明×暗SCRAMBLE,,"2018-01-27(2018年3月号)"
205536,ゲームオーバードーズ,,"2017-06-15(2017年7月号)"
205540,ゆくゆくふたり,渐渐的二人,"2017-11-26"
205746,この素晴らしい世界に祝福を! かっぽれ!,,"2017-04-28"
205878,OZMAFIA!!,,"2015-05-22(WEBコミックアクション)"
205889,死刑囚捜査官 芥川介の事件簿,死刑囚搜查官 芥川介事件簿,"2017-04-07"
206257,翼の十字軍,翼的十字军,"2017-05-12"
206268,アイドル事変,偶像事变,"2017-08-30(2017年10月号)"
206651,江の島ワイキキ食堂,江岛怀基基食堂,"(135号)"
206847,ねこったけ!,,"2018-02-23(2018年4月号)"
206903,八男って、それはないでしょう！,八男？别闹了！,"2017-03-25"
207448,ライセカミカ,来世神歌,"2019-08-26 (2019年10月号)"
207795,俺のうつ嫁が、めんどかわいい。,,"2014-12-26"
208151,はつ恋、ふたたび。,再次、初恋。,"2017-09-23(2017年11月号)"
208310,転生しちゃったよ（いや、ごめん）,一不小心转生了,"2023-10-12"
208432,ひとつばな,惟此花矣,"2018-07-08"
208656,異世界で『黒の癒し手』って呼ばれています,在异世界我被称为『黑之治愈师』,"2019-08-14"
209038,塔の管理をしてみよう,,"2018-03-15"
209259,佐藤、私を好きってバレちゃうよ!?,佐藤，喜欢我也太明显!?,"2017-11-04(2017年23号)"
209285,線上の犬,,"2018-02-15"
209476,ゲーマーズ!,Gamers!,"2019年7月26日(2019年9月号)"
209523,Tokyo 7th Sisters -Sisters Portrait-,,"2017年1月号"
209777,オニマダラ,,"2017-03-24"
